PY_API,URL,ALIASES,CPP_API,CPP_URL
decode_predictions,https://www.tensorflow.org/api_docs/python/tf/keras/applications/xception/decode_predictions,"['tf.compat.v1.keras.applications.xception.decode_predictions', 'tf.compat.v2.keras.applications.xception.decode_predictions']",,
preprocess_input,https://www.tensorflow.org/api_docs/python/tf/keras/applications/xception/preprocess_input,"['tf.compat.v1.keras.applications.xception.preprocess_input', 'tf.compat.v2.keras.applications.xception.preprocess_input']",,
abs,https://www.tensorflow.org/api_docs/python/tf/keras/backend/abs,"['tf.compat.v1.keras.backend.abs', 'tf.compat.v2.keras.backend.abs']",tensorflow::ops::Abs,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/abs.html
all,https://www.tensorflow.org/api_docs/python/tf/keras/backend/all,"['tf.compat.v1.keras.backend.all', 'tf.compat.v2.keras.backend.all']",tensorflow::ops::All,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/all.html
any,https://www.tensorflow.org/api_docs/python/tf/keras/backend/any,"['tf.compat.v1.keras.backend.any', 'tf.compat.v2.keras.backend.any']",tensorflow::ops::Any,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/any.html
arange,https://www.tensorflow.org/api_docs/python/tf/keras/backend/arange,"['tf.compat.v1.keras.backend.arange', 'tf.compat.v2.keras.backend.arange']",,
argmax,https://www.tensorflow.org/api_docs/python/tf/keras/backend/argmax,"['tf.compat.v1.keras.backend.argmax', 'tf.compat.v2.keras.backend.argmax']",,
argmin,https://www.tensorflow.org/api_docs/python/tf/keras/backend/argmin,"['tf.compat.v1.keras.backend.argmin', 'tf.compat.v2.keras.backend.argmin']",,
backend,https://www.tensorflow.org/api_docs/python/tf/keras/backend/backend,"['tf.compat.v1.keras.backend.backend', 'tf.compat.v2.keras.backend.backend']",,
batch_dot,https://www.tensorflow.org/api_docs/python/tf/keras/backend/batch_dot,[],,
batch_flatten,https://www.tensorflow.org/api_docs/python/tf/keras/backend/batch_flatten,"['tf.compat.v1.keras.backend.batch_flatten', 'tf.compat.v2.keras.backend.batch_flatten']",,
batch_get_value,https://www.tensorflow.org/api_docs/python/tf/keras/backend/batch_get_value,"['tf.compat.v1.keras.backend.batch_get_value', 'tf.compat.v2.keras.backend.batch_get_value']",,
batch_normalization,https://www.tensorflow.org/api_docs/python/tf/keras/backend/batch_normalization,"['tf.compat.v1.keras.backend.batch_normalization', 'tf.compat.v2.keras.backend.batch_normalization']",,
batch_set_value,https://www.tensorflow.org/api_docs/python/tf/keras/backend/batch_set_value,"['tf.compat.v1.keras.backend.batch_set_value', 'tf.compat.v2.keras.backend.batch_set_value']",,
bias_add,https://www.tensorflow.org/api_docs/python/tf/keras/backend/bias_add,"['tf.compat.v1.keras.backend.bias_add', 'tf.compat.v2.keras.backend.bias_add']",tensorflow::ops::BiasAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bias-add.html
binary_crossentropy,https://www.tensorflow.org/api_docs/python/tf/keras/backend/binary_crossentropy,"['tf.compat.v1.keras.backend.binary_crossentropy', 'tf.compat.v2.keras.backend.binary_crossentropy']",,
cast,https://www.tensorflow.org/api_docs/python/tf/keras/backend/cast,"['tf.compat.v1.keras.backend.cast', 'tf.compat.v2.keras.backend.cast']",,
cast_to_floatx,https://www.tensorflow.org/api_docs/python/tf/keras/backend/cast_to_floatx,"['tf.compat.v1.keras.backend.cast_to_floatx', 'tf.compat.v2.keras.backend.cast_to_floatx']",,
categorical_crossentropy,https://www.tensorflow.org/api_docs/python/tf/keras/backend/categorical_crossentropy,"['tf.compat.v1.keras.backend.categorical_crossentropy', 'tf.compat.v2.keras.backend.categorical_crossentropy']",,
clear_session,https://www.tensorflow.org/api_docs/python/tf/keras/backend/clear_session,"['tf.compat.v1.keras.backend.clear_session', 'tf.compat.v2.keras.backend.clear_session']",,
clip,https://www.tensorflow.org/api_docs/python/tf/keras/backend/clip,"['tf.compat.v1.keras.backend.clip', 'tf.compat.v2.keras.backend.clip']",,
concatenate,https://www.tensorflow.org/api_docs/python/tf/keras/backend/concatenate,"['tf.compat.v1.keras.backend.concatenate', 'tf.compat.v2.keras.backend.concatenate']",,
constant,https://www.tensorflow.org/api_docs/python/tf/keras/backend/constant,"['tf.compat.v1.keras.backend.constant', 'tf.compat.v2.keras.backend.constant']",,
conv1d,https://www.tensorflow.org/api_docs/python/tf/keras/backend/conv1d,"['tf.compat.v1.keras.backend.conv1d', 'tf.compat.v2.keras.backend.conv1d']",,
conv2d,https://www.tensorflow.org/api_docs/python/tf/keras/backend/conv2d,"['tf.compat.v1.keras.backend.conv2d', 'tf.compat.v2.keras.backend.conv2d']",,
conv2d_transpose,https://www.tensorflow.org/api_docs/python/tf/keras/backend/conv2d_transpose,"['tf.compat.v1.keras.backend.conv2d_transpose', 'tf.compat.v2.keras.backend.conv2d_transpose']",,
conv3d,https://www.tensorflow.org/api_docs/python/tf/keras/backend/conv3d,"['tf.compat.v1.keras.backend.conv3d', 'tf.compat.v2.keras.backend.conv3d']",,
cos,https://www.tensorflow.org/api_docs/python/tf/keras/backend/cos,"['tf.compat.v1.keras.backend.cos', 'tf.compat.v2.keras.backend.cos']",tensorflow::ops::Cos,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cos.html
count_params,https://www.tensorflow.org/api_docs/python/tf/keras/backend/count_params,"['tf.compat.v1.keras.backend.count_params', 'tf.compat.v2.keras.backend.count_params']",,
ctc_batch_cost,https://www.tensorflow.org/api_docs/python/tf/keras/backend/ctc_batch_cost,"['tf.compat.v1.keras.backend.ctc_batch_cost', 'tf.compat.v2.keras.backend.ctc_batch_cost']",,
ctc_decode,https://www.tensorflow.org/api_docs/python/tf/keras/backend/ctc_decode,"['tf.compat.v1.keras.backend.ctc_decode', 'tf.compat.v2.keras.backend.ctc_decode']",,
ctc_label_dense_to_sparse,https://www.tensorflow.org/api_docs/python/tf/keras/backend/ctc_label_dense_to_sparse,"['tf.compat.v1.keras.backend.ctc_label_dense_to_sparse', 'tf.compat.v2.keras.backend.ctc_label_dense_to_sparse']",,
cumprod,https://www.tensorflow.org/api_docs/python/tf/keras/backend/cumprod,"['tf.compat.v1.keras.backend.cumprod', 'tf.compat.v2.keras.backend.cumprod']",tensorflow::ops::Cumprod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cumprod.html
cumsum,https://www.tensorflow.org/api_docs/python/tf/keras/backend/cumsum,"['tf.compat.v1.keras.backend.cumsum', 'tf.compat.v2.keras.backend.cumsum']",tensorflow::ops::Cumsum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cumsum.html
depthwise_conv2d,https://www.tensorflow.org/api_docs/python/tf/keras/backend/depthwise_conv2d,"['tf.compat.v1.keras.backend.depthwise_conv2d', 'tf.compat.v2.keras.backend.depthwise_conv2d']",,
dot,https://www.tensorflow.org/api_docs/python/tf/keras/backend/dot,"['tf.compat.v1.keras.backend.dot', 'tf.compat.v2.keras.backend.dot']",,
dropout,https://www.tensorflow.org/api_docs/python/tf/keras/backend/dropout,"['tf.compat.v1.keras.backend.dropout', 'tf.compat.v2.keras.backend.dropout']",,
dtype,https://www.tensorflow.org/api_docs/python/tf/keras/backend/dtype,"['tf.compat.v1.keras.backend.dtype', 'tf.compat.v2.keras.backend.dtype']",,
elu,https://www.tensorflow.org/api_docs/python/tf/keras/backend/elu,"['tf.compat.v1.keras.backend.elu', 'tf.compat.v2.keras.backend.elu']",,
epsilon,https://www.tensorflow.org/api_docs/python/tf/keras/backend/epsilon,"['tf.compat.v1.keras.backend.epsilon', 'tf.compat.v2.keras.backend.epsilon']",,
equal,https://www.tensorflow.org/api_docs/python/tf/keras/backend/equal,"['tf.compat.v1.keras.backend.equal', 'tf.compat.v2.keras.backend.equal']",tensorflow::ops::Equal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/equal.html
eval,https://www.tensorflow.org/api_docs/python/tf/keras/backend/eval,"['tf.compat.v1.keras.backend.eval', 'tf.compat.v2.keras.backend.eval']",,
exp,https://www.tensorflow.org/api_docs/python/tf/keras/backend/exp,"['tf.compat.v1.keras.backend.exp', 'tf.compat.v2.keras.backend.exp']",tensorflow::ops::Exp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/exp.html
expand_dims,https://www.tensorflow.org/api_docs/python/tf/keras/backend/expand_dims,"['tf.compat.v1.keras.backend.expand_dims', 'tf.compat.v2.keras.backend.expand_dims']",,
eye,https://www.tensorflow.org/api_docs/python/tf/keras/backend/eye,"['tf.compat.v1.keras.backend.eye', 'tf.compat.v2.keras.backend.eye']",,
flatten,https://www.tensorflow.org/api_docs/python/tf/keras/backend/flatten,"['tf.compat.v1.keras.backend.flatten', 'tf.compat.v2.keras.backend.flatten']",,
floatx,https://www.tensorflow.org/api_docs/python/tf/keras/backend/floatx,"['tf.compat.v1.keras.backend.floatx', 'tf.compat.v2.keras.backend.floatx']",,
foldl,https://www.tensorflow.org/api_docs/python/tf/keras/backend/foldl,"['tf.compat.v1.keras.backend.foldl', 'tf.compat.v2.keras.backend.foldl']",,
foldr,https://www.tensorflow.org/api_docs/python/tf/keras/backend/foldr,"['tf.compat.v1.keras.backend.foldr', 'tf.compat.v2.keras.backend.foldr']",,
function,https://www.tensorflow.org/api_docs/python/tf/keras/backend/function,"['tf.compat.v1.keras.backend.function', 'tf.compat.v2.keras.backend.function']",,
gather,https://www.tensorflow.org/api_docs/python/tf/keras/backend/gather,"['tf.compat.v1.keras.backend.gather', 'tf.compat.v2.keras.backend.gather']",,
get_uid,https://www.tensorflow.org/api_docs/python/tf/keras/backend/get_uid,"['tf.compat.v1.keras.backend.get_uid', 'tf.compat.v2.keras.backend.get_uid']",,
get_value,https://www.tensorflow.org/api_docs/python/tf/keras/backend/get_value,"['tf.compat.v1.keras.backend.get_value', 'tf.compat.v2.keras.backend.get_value']",,
gradients,https://www.tensorflow.org/api_docs/python/tf/keras/backend/gradients,"['tf.compat.v1.keras.backend.gradients', 'tf.compat.v2.keras.backend.gradients']",,
greater,https://www.tensorflow.org/api_docs/python/tf/keras/backend/greater,"['tf.compat.v1.keras.backend.greater', 'tf.compat.v2.keras.backend.greater']",tensorflow::ops::Greater,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/greater.html
greater_equal,https://www.tensorflow.org/api_docs/python/tf/keras/backend/greater_equal,"['tf.compat.v1.keras.backend.greater_equal', 'tf.compat.v2.keras.backend.greater_equal']",tensorflow::ops::GreaterEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/greater-equal.html
hard_sigmoid,https://www.tensorflow.org/api_docs/python/tf/keras/backend/hard_sigmoid,"['tf.compat.v1.keras.backend.hard_sigmoid', 'tf.compat.v2.keras.backend.hard_sigmoid']",,
image_data_format,https://www.tensorflow.org/api_docs/python/tf/keras/backend/image_data_format,"['tf.compat.v1.keras.backend.image_data_format', 'tf.compat.v2.keras.backend.image_data_format']",,
int_shape,https://www.tensorflow.org/api_docs/python/tf/keras/backend/int_shape,"['tf.compat.v1.keras.backend.int_shape', 'tf.compat.v2.keras.backend.int_shape']",,
in_test_phase,https://www.tensorflow.org/api_docs/python/tf/keras/backend/in_test_phase,"['tf.compat.v1.keras.backend.in_test_phase', 'tf.compat.v2.keras.backend.in_test_phase']",,
in_top_k,https://www.tensorflow.org/api_docs/python/tf/keras/backend/in_top_k,"['tf.compat.v1.keras.backend.in_top_k', 'tf.compat.v2.keras.backend.in_top_k']",,
in_train_phase,https://www.tensorflow.org/api_docs/python/tf/keras/backend/in_train_phase,"['tf.compat.v1.keras.backend.in_train_phase', 'tf.compat.v2.keras.backend.in_train_phase']",,
is_keras_tensor,https://www.tensorflow.org/api_docs/python/tf/keras/backend/is_keras_tensor,"['tf.compat.v1.keras.backend.is_keras_tensor', 'tf.compat.v2.keras.backend.is_keras_tensor']",,
is_sparse,https://www.tensorflow.org/api_docs/python/tf/keras/backend/is_sparse,"['tf.compat.v1.keras.backend.is_sparse', 'tf.compat.v2.keras.backend.is_sparse']",,
l2_normalize,https://www.tensorflow.org/api_docs/python/tf/keras/backend/l2_normalize,"['tf.compat.v1.keras.backend.l2_normalize', 'tf.compat.v2.keras.backend.l2_normalize']",,
learning_phase,https://www.tensorflow.org/api_docs/python/tf/keras/backend/learning_phase,"['tf.compat.v1.keras.backend.learning_phase', 'tf.compat.v2.keras.backend.learning_phase']",,
learning_phase_scope,https://www.tensorflow.org/api_docs/python/tf/keras/backend/learning_phase_scope,"['tf.compat.v1.keras.backend.learning_phase_scope', 'tf.compat.v2.keras.backend.learning_phase_scope']",,
less,https://www.tensorflow.org/api_docs/python/tf/keras/backend/less,"['tf.compat.v1.keras.backend.less', 'tf.compat.v2.keras.backend.less']",tensorflow::ops::Less,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/less.html
less_equal,https://www.tensorflow.org/api_docs/python/tf/keras/backend/less_equal,"['tf.compat.v1.keras.backend.less_equal', 'tf.compat.v2.keras.backend.less_equal']",tensorflow::ops::LessEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/less-equal.html
local_conv1d,https://www.tensorflow.org/api_docs/python/tf/keras/backend/local_conv1d,"['tf.compat.v1.keras.backend.local_conv1d', 'tf.compat.v2.keras.backend.local_conv1d']",,
local_conv2d,https://www.tensorflow.org/api_docs/python/tf/keras/backend/local_conv2d,"['tf.compat.v1.keras.backend.local_conv2d', 'tf.compat.v2.keras.backend.local_conv2d']",,
log,https://www.tensorflow.org/api_docs/python/tf/keras/backend/log,"['tf.compat.v1.keras.backend.log', 'tf.compat.v2.keras.backend.log']",,
manual_variable_initialization,https://www.tensorflow.org/api_docs/python/tf/keras/backend/manual_variable_initialization,"['tf.compat.v1.keras.backend.manual_variable_initialization', 'tf.compat.v2.keras.backend.manual_variable_initialization']",,
map_fn,https://www.tensorflow.org/api_docs/python/tf/keras/backend/map_fn,"['tf.compat.v1.keras.backend.map_fn', 'tf.compat.v2.keras.backend.map_fn']",,
max,https://www.tensorflow.org/api_docs/python/tf/keras/backend/max,"['tf.compat.v1.keras.backend.max', 'tf.compat.v2.keras.backend.max']",tensorflow::ops::Max,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max.html
maximum,https://www.tensorflow.org/api_docs/python/tf/keras/backend/maximum,"['tf.compat.v1.keras.backend.maximum', 'tf.compat.v2.keras.backend.maximum']",tensorflow::ops::Maximum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/maximum.html
mean,https://www.tensorflow.org/api_docs/python/tf/keras/backend/mean,"['tf.compat.v1.keras.backend.mean', 'tf.compat.v2.keras.backend.mean']",,
min,https://www.tensorflow.org/api_docs/python/tf/keras/backend/min,"['tf.compat.v1.keras.backend.min', 'tf.compat.v2.keras.backend.min']",tensorflow::ops::Min,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/min.html
minimum,https://www.tensorflow.org/api_docs/python/tf/keras/backend/minimum,"['tf.compat.v1.keras.backend.minimum', 'tf.compat.v2.keras.backend.minimum']",tensorflow::ops::Minimum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/minimum.html
moving_average_update,https://www.tensorflow.org/api_docs/python/tf/keras/backend/moving_average_update,"['tf.compat.v1.keras.backend.moving_average_update', 'tf.compat.v2.keras.backend.moving_average_update']",,
name_scope,https://www.tensorflow.org/api_docs/python/tf/keras/backend/name_scope,['tf.compat.v2.keras.backend.name_scope'],,
ndim,https://www.tensorflow.org/api_docs/python/tf/keras/backend/ndim,"['tf.compat.v1.keras.backend.ndim', 'tf.compat.v2.keras.backend.ndim']",,
normalize_batch_in_training,https://www.tensorflow.org/api_docs/python/tf/keras/backend/normalize_batch_in_training,"['tf.compat.v1.keras.backend.normalize_batch_in_training', 'tf.compat.v2.keras.backend.normalize_batch_in_training']",,
not_equal,https://www.tensorflow.org/api_docs/python/tf/keras/backend/not_equal,"['tf.compat.v1.keras.backend.not_equal', 'tf.compat.v2.keras.backend.not_equal']",tensorflow::ops::NotEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/not-equal.html
ones,https://www.tensorflow.org/api_docs/python/tf/keras/backend/ones,"['tf.compat.v1.keras.backend.ones', 'tf.compat.v2.keras.backend.ones']",,
ones_like,https://www.tensorflow.org/api_docs/python/tf/keras/backend/ones_like,"['tf.compat.v1.keras.backend.ones_like', 'tf.compat.v2.keras.backend.ones_like']",,
one_hot,https://www.tensorflow.org/api_docs/python/tf/keras/backend/one_hot,"['tf.compat.v1.keras.backend.one_hot', 'tf.compat.v2.keras.backend.one_hot']",,
permute_dimensions,https://www.tensorflow.org/api_docs/python/tf/keras/backend/permute_dimensions,"['tf.compat.v1.keras.backend.permute_dimensions', 'tf.compat.v2.keras.backend.permute_dimensions']",,
placeholder,https://www.tensorflow.org/api_docs/python/tf/keras/backend/placeholder,"['tf.compat.v1.keras.backend.placeholder', 'tf.compat.v2.keras.backend.placeholder']",,
pool2d,https://www.tensorflow.org/api_docs/python/tf/keras/backend/pool2d,"['tf.compat.v1.keras.backend.pool2d', 'tf.compat.v2.keras.backend.pool2d']",,
pool3d,https://www.tensorflow.org/api_docs/python/tf/keras/backend/pool3d,"['tf.compat.v1.keras.backend.pool3d', 'tf.compat.v2.keras.backend.pool3d']",,
pow,https://www.tensorflow.org/api_docs/python/tf/keras/backend/pow,"['tf.compat.v1.keras.backend.pow', 'tf.compat.v2.keras.backend.pow']",tensorflow::ops::Pow,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/pow.html
print_tensor,https://www.tensorflow.org/api_docs/python/tf/keras/backend/print_tensor,"['tf.compat.v1.keras.backend.print_tensor', 'tf.compat.v2.keras.backend.print_tensor']",,
prod,https://www.tensorflow.org/api_docs/python/tf/keras/backend/prod,"['tf.compat.v1.keras.backend.prod', 'tf.compat.v2.keras.backend.prod']",tensorflow::ops::Prod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/prod.html
random_binomial,https://www.tensorflow.org/api_docs/python/tf/keras/backend/random_binomial,"['tf.compat.v1.keras.backend.random_binomial', 'tf.compat.v2.keras.backend.random_binomial']",,
random_normal,https://www.tensorflow.org/api_docs/python/tf/keras/backend/random_normal,"['tf.compat.v1.keras.backend.random_normal', 'tf.compat.v2.keras.backend.random_normal']",tensorflow::ops::RandomNormal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/random-normal.html
